Datetime;Price;Source;Tag;Note;Link
2022-05-04 00:00:00;1800;wwipl;;;
2023-04-12 00:00:00;1400;wwipl;;;
2023-04-13 00:00:00;1350;wwipl;;;
2023-04-20 00:00:00;1345;wwipl;;;
2023-05-19 00:00:00;1300;wwipl;;;
2023-06-15 00:00:00;1150;wwipl;;;
2023-06-16 00:00:00;1111;wwipl;;;
2023-06-24 00:00:00;1100;wwipl;;;
2023-12-02 00:00:00;1200;wwipl;;;
2023-12-05 00:00:00;1220;wwipl;;;
2024-07-28 00:00:00;1200;wwipl;;;
