Datetime;Price;Source;Tag;Note;Link
2022-10-07 00:00:00;10;wwipl;;;
2023-01-18 00:00:00;1.05;wwipl;;;
2023-01-19 00:00:00;1.1;wwipl;;;
2023-01-19 00:00:00;1.05;wwipl;;;
2023-01-20 00:00:00;1.051;wwipl;;;
2023-02-10 00:00:00;1.05;wwipl;;;
