Datetime;Price;Source;Tag;Note;Link
2023-04-01 00:00:00;156;planify;;;
2023-09-11 00:00:00;144;planify;;;
2023-12-10 00:00:00;216;planify;;;
2024-03-02 00:00:00;198;planify;;;
2024-05-13 00:00:00;198;planify;;;
2024-07-16 00:00:00;198;planify;;;
2024-08-31 00:00:00;198;planify;;;
2024-10-24 00:00:00;198;planify;;;
2024-11-22 00:00:00;198;planify;;;
2024-12-20 00:00:00;198.01;planify;;;
2025-01-15 00:00:00;198.01;planify;;;
2025-03-04 00:00:00;198;planify;;;
2025-04-20 00:00:00;198;planify;;;
2025-05-08 00:00:00;198;planify;;;
2025-05-26 00:00:00;198;planify;;;
2025-06-12 00:00:00;198;planify;;;
2025-06-30 00:00:00;198;planify;;;
2025-07-18 00:00:00;198;planify;;;
2025-08-03 00:00:00;198;planify;;;
2025-08-19 00:00:00;198;planify;;;
2025-09-02 00:00:00;198;planify;;;
2025-09-21 00:00:00;198;planify;;;
2025-10-10 00:00:00;198;planify;;;
2025-10-25 00:00:00;198;planify;;;
2025-11-07 00:00:00;121;planify;;;
2025-11-22 00:00:00;121;planify;;;
2025-12-08 00:00:00;121;planify;;;
2025-12-22 00:00:00;121;planify;;;
2026-01-06 00:00:00;121;planify;;;
2026-01-22 00:00:00;121;planify;;;
2026-04-11 00:00:00;121;planify;;;
2026-04-23 00:00:00;121;planify;;;
