Datetime;Price;Source;Tag;Note;Link
2024-05-15 00:00:00;50000;planify;;;
2024-05-25 00:00:00;50000;planify;;;
2024-07-14 00:00:00;50000;planify;;;
2024-08-21 00:00:00;50000;planify;;;
2024-10-09 00:00:00;50000;planify;;;
2024-11-11 00:00:00;50000;planify;;;
2024-12-06 00:00:00;50000;planify;;;
2024-12-30 00:00:00;50000;planify;;;
2025-01-26 00:00:00;50000;planify;;;
2025-03-19 00:00:00;50000;planify;;;
2025-04-21 00:00:00;50000;planify;;;
2025-05-08 00:00:00;50000;planify;;;
2025-05-24 00:00:00;50000;planify;;;
2025-06-06 00:00:00;50000;planify;;;
2025-06-23 00:00:00;50000;planify;;;
2025-07-09 00:00:00;50000;planify;;;
2025-07-25 00:00:00;50000;planify;;;
2025-08-07 00:00:00;50000;planify;;;
2025-08-22 00:00:00;50000;planify;;;
2025-09-04 00:00:00;50000;planify;;;
2025-09-21 00:00:00;50000;planify;;;
2025-10-08 00:00:00;50000;planify;;;
2025-10-21 00:00:00;50000;planify;;;
2025-11-03 00:00:00;50000;planify;;;
2025-11-15 00:00:00;50000;planify;;;
2025-11-30 00:00:00;50000;planify;;;
2025-12-13 00:00:00;50000;planify;;;
2025-12-26 00:00:00;50000;planify;;;
2026-01-08 00:00:00;50000;planify;;;
2026-01-23 00:00:00;50000;planify;;;
2026-03-30 00:00:00;50000;planify;;;
2026-04-22 00:00:00;50000;planify;;;
