Datetime;Price;Source;Tag;Note;Link
2023-09-11 00:00:00;425;planify;;;
2023-12-06 00:00:00;425;planify;;;
2024-02-25 00:00:00;425;planify;;;
2024-05-06 00:00:00;425;planify;;;
2024-07-11 00:00:00;425;planify;;;
2024-08-21 00:00:00;425;planify;;;
2024-10-12 00:00:00;425;planify;;;
2024-11-15 00:00:00;425;planify;;;
2024-12-12 00:00:00;425;planify;;;
2025-01-07 00:00:00;425;planify;;;
2025-02-11 00:00:00;425;planify;;;
2025-04-10 00:00:00;425;planify;;;
2025-05-01 00:00:00;425;planify;;;
2025-05-18 00:00:00;425;planify;;;
2025-06-03 00:00:00;425;planify;;;
2025-06-20 00:00:00;425;planify;;;
2025-07-07 00:00:00;425;planify;;;
2025-07-25 00:00:00;425;planify;;;
2025-08-08 00:00:00;425;planify;;;
2025-08-23 00:00:00;425;planify;;;
2025-09-08 00:00:00;425;planify;;;
2025-09-26 00:00:00;425;planify;;;
2025-10-13 00:00:00;425;planify;;;
2025-10-27 00:00:00;425;planify;;;
2025-11-10 00:00:00;425;planify;;;
2025-11-24 00:00:00;425;planify;;;
2025-12-09 00:00:00;425;planify;;;
2025-12-23 00:00:00;425;planify;;;
2026-01-06 00:00:00;425;planify;;;
2026-01-22 00:00:00;425;planify;;;
2026-03-31 00:00:00;425;planify;;;
2026-04-23 00:00:00;425;planify;;;
